K:10
N:1000
Gap:1.89657794572618
Rho: 
1 0.8 0.45 0.2 -0.3 0.7 0.75 0.5 -0.3 -0.1
0.8 1 0.45 0.5 -0.1 0.55 0.4 0.6 -0.4 -0.2
0.45 0.45 1 0.1 -0.3 0.6 0.3 0.4 0 -0.3
0.2 0.5 0.1 1 -0.5 0.35 0.1 0.1 -0.5 -0.45
-0.3 -0.1 -0.3 -0.5 1 -0.4 -0.3 -0.1 0.2 0.2
0.7 0.55 0.6 0.35 -0.4 1 0.8 0.45 -0.2 -0.45
0.75 0.4 0.3 0.1 -0.3 0.8 1 0.45 -0.1 -0.3
0.5 0.6 0.4 0.1 -0.1 0.45 0.45 1 0.1 -0.2
-0.3 -0.4 0 -0.5 0.2 -0.2 -0.1 0.1 1 0.4
-0.1 -0.2 -0.3 -0.45 0.2 -0.45 -0.3 -0.2 0.4 1
X:
21,4,34,4,1,11,3,28,5.82203558675416,0.492322010898447
97,8,41,4,1,99,16,42,5.65952829790879,0.00745826618771394
57,4,25,5,1,74,12,31,2.40577397885518,0.203450410849157
14,2,24,3,2,0,4,26,4.85961080441127,0.696752305390734
84,5,29,4,1,92,13,32,1.06243984415892,0.0334121143400644
96,8,31,5,1,81,10,24,-0.101290383331159,0.110001656011565
90,6,28,3,1,55,11,34,3.86608590939392,0.250043907657939
52,6,31,3,8,45,9,34,4.53250404918936,0.132185905551731
81,9,39,6,1,98,8,36,7.9419224661721,0.102965263753395
66,4,24,4,2,71,11,25,5.89982202202174,0.418964002260423
68,4,26,4,1,42,9,25,-0.497549600414198,0.309020228673446
73,6,29,3,2,37,8,31,7.09288271140823,0.649361250424916
72,5,26,4,1,84,11,26,3.43961139903123,0.370568738987534
29,6,29,5,2,11,6,30,3.24676071094782,0.250913705666292
5,4,30,3,4,2,1,29,4.23932413525284,0.132059672148898
79,7,28,5,1,50,8,33,6.15608903357724,0.395315264839096
84,7,27,5,1,89,11,29,5.03725194649392,0.305919346156272
8,1,31,3,1,18,6,23,6.56909365744722,0.0290287130469203
98,5,33,2,1,86,14,34,4.5915746455016,0.0893064880510792
10,4,29,3,7,3,3,26,7.78785603094034,0.552458890216583
11,2,29,2,4,4,3,23,7.73910592236204,0.443698580821461
82,5,31,3,1,79,13,37,11.5518620308159,0.216739281070161
27,4,28,3,4,43,6,29,1.84231736601144,0.180390356493908
71,6,28,3,7,79,9,28,3.67263821839886,0.456858450991517
85,9,28,5,1,69,9,37,1.44571764773292,0.0418224514933853
50,4,34,4,1,91,11,31,9.86309561625377,0.0886098974007297
37,3,28,2,4,9,6,26,8.00988762410535,1.19386198831009
25,5,24,5,4,29,5,31,2.65507305483521,0.0521877865539864
47,7,32,7,1,38,5,23,-5.50535478734125,0.0680053377947351
46,3,30,2,2,19,7,25,6.01527525776117,0.782689990684555
62,6,28,5,1,49,8,27,-0.302172465900325,0.14736307610292
56,8,28,5,2,21,6,34,0.179014630838099,0.125707606435753
74,5,33,5,1,70,8,22,1.95558895394478,0.40699004519493
98,13,38,7,1,97,8,39,1.91754803204774,0.019020204199478
81,5,30,2,1,60,10,31,3.41160170285672,0.340169211140576
79,10,35,7,1,87,11,35,1.09663308877393,0.000743460882975013
58,4,30,3,1,24,6,27,10.1808668364489,0.883062274608404
18,3,22,4,2,18,5,29,3.99164124677523,0.0877142157997503
98,8,38,3,1,97,14,42,8.22635622411938,0.21626838204846
92,10,39,5,1,87,8,32,3.31394725410797,0.0713780908845365
18,5,29,5,5,44,6,32,3.3265911896574,0.0242444919422269
92,7,27,5,1,84,12,25,-1.33875317799653,0.0745021237748161
98,5,39,2,1,89,12,28,2.65860766941617,0.301960231260139
52,5,30,5,1,62,6,26,-0.445371416318365,0.205497046945094
12,3,22,4,2,3,3,22,1.48073786379527,0.209484255629334
47,3,32,4,1,34,6,26,3.02546783105155,0.0208553957859555
48,5,25,5,1,36,7,28,0.230955053012192,0.116373776948467
83,7,36,6,1,93,13,33,3.85685685818507,0.0609691913705319
66,5,37,4,1,96,12,36,5.24044957736194,0.00301769478528417
72,4,30,2,2,82,10,31,10.097367509479,0.685506564999157
95,8,38,3,1,75,10,39,9.26961200692918,0.609750771397883
68,5,29,4,1,37,7,25,0.602980191197467,0.0430012701544911
21,4,30,6,1,14,6,30,3.93607612068429,0.0310304651269471
83,8,30,3,5,73,11,37,8.73802455546135,0.153767773765139
9,3,30,4,3,41,7,28,6.44431477913256,0.192682070414278
16,2,23,3,3,40,7,24,5.37512229414962,0.352903243282769
32,3,34,3,1,24,7,32,11.2503757977683,0.378157621228552
16,5,23,7,2,29,5,26,1.271758209732,0.0158879426173995
3,4,33,3,9,16,3,27,9.53067126984954,0.436135602341543
33,2,26,4,1,20,7,23,4.230467632669,0.0957041654037312
47,3,27,4,1,61,10,29,7.34074490959499,0.614474646249944
87,9,41,6,1,98,9,36,5.78535396532232,0.151898929965682
14,4,25,3,8,1,3,26,4.92255100282934,0.218665612851012
33,5,27,4,2,28,5,33,6.62223616858584,0.573470497938031
73,5,33,4,1,77,10,27,5.87313337371724,0.326061227115545
68,8,31,7,1,83,7,29,0.161608564636017,0.0830245356773958
55,7,35,5,3,81,7,28,2.05684022552424,0.00668586518093362
42,5,29,3,3,6,6,33,9.02195184487291,0.539387911986412
4,4,31,5,3,49,7,32,9.34029493140666,0.0162544784834608
22,5,33,6,1,43,6,35,9.08719390944791,0.0985065284884869
28,4,30,4,1,41,8,31,5.21780922839609,0.0194505589315668
3,0,15,4,1,48,10,23,7.35542758575284,0.250903147243533
81,7,27,5,1,28,8,27,-3.47457328147803,0.438338329063213
26,2,23,1,3,11,8,31,12.9008003041447,0.669892412113184
89,5,35,4,1,76,12,30,7.56794266206422,0.594053262347514
85,10,30,7,1,86,8,34,2.53327736731694,0.32546000018597
74,7,33,4,1,31,6,33,7.73734484943948,0.459046065786338
12,1,20,2,1,4,6,26,9.65972089736273,0.582255704762572
19,2,26,3,1,18,6,27,10.7946710566159,0.578233300211066
8,4,27,5,2,24,6,35,4.98894222062717,0.114167315442767
29,4,28,5,1,5,6,31,0.752844496010554,0.182003474572842
74,8,26,5,2,16,5,27,-1.30598962127224,0.260894410068843
62,4,31,3,1,67,11,34,8.68378581286801,0.647622050220305
8,2,24,4,1,21,6,19,1.41239704295268,0.0544634234393016
49,3,33,2,1,37,6,28,7.38943960577898,0.396925206520663
12,3,23,3,8,3,4,25,9.69332035450144,0.523541777154077
94,10,30,8,1,99,12,31,-4.09826695603342,0.000494127609246991
30,5,25,4,3,2,3,23,3.0506184182625,0.679022817375296
90,6,34,3,1,86,10,29,3.56624153739999,0.660199312927359
19,4,25,6,1,5,3,25,2.15384734112425,0.136804301291704
45,3,25,2,1,24,7,25,4.37758940347673,0.490960243602699
77,4,37,4,1,94,12,32,5.73481326384776,0.422447667730307
53,6,27,3,3,41,7,33,6.74239772299736,0.730651937497914
7,3,30,5,1,39,4,29,2.30985115024592,0.145742050139233
49,4,25,3,3,59,11,35,10.769371482984,0.357481037245548
24,2,28,4,1,64,9,28,5.48877866304154,0.111624111188576
20,2,29,3,1,15,7,30,5.03759807000889,0.209162949108261
94,6,32,3,1,71,14,32,2.48112505416312,0.0658135314006358
75,4,28,3,1,76,11,27,4.58605464391822,0.390746398342258
60,6,33,5,1,70,9,28,1.04583648007479,0.0169547734549269
42,4,32,4,1,77,7,32,7.99179553095227,0.199348312422826
90,6,36,3,1,84,11,27,5.46015858600925,0.236960892322215
43,7,32,5,3,67,8,38,9.19731364668246,0.131698958924972
12,4,26,3,13,10,5,30,5.43407316985525,0.124492949806154
58,7,29,6,1,32,5,27,0.46411263491447,0.17873195138641
35,3,26,2,2,10,7,27,8.0770351729687,0.326297848707739
61,5,35,3,2,72,10,37,8.06494563078081,0.0800574928289279
48,6,30,7,1,82,9,31,5.87176576048786,0.124622778734192
91,8,37,5,1,87,12,37,1.14760098901683,0.0682409578002989
33,3,35,3,1,57,8,34,12.3695472068447,0.151812803931534
8,1,24,4,1,33,8,20,0.856416283399858,0.133514405588387
42,5,32,5,1,38,7,31,2.22295068232125,0.0713293690932915
5,3,22,5,1,27,4,27,1.64377458119166,0.0869389349827543
49,7,29,5,1,15,5,29,0.422580788233965,0.257368359937075
92,7,31,6,1,91,13,30,2.27759762564881,0.012506682658568
57,7,33,4,1,68,7,40,1.89630752383113,0.0641990420408547
53,5,30,3,1,63,8,34,6.692835434759,0.491920368259257
62,7,29,5,1,26,6,31,6.05020828869002,0.650286779241794
62,8,29,6,1,42,7,30,1.51879423005215,0.0503472770175377
57,4,28,4,1,78,13,27,3.82848727361448,0.0492928898893297
81,8,29,4,3,76,11,35,6.24183503045165,0.0833876207470894
76,4,25,5,1,46,11,30,3.18903119034437,0.100574299693108
81,9,28,6,1,54,11,34,4.58859745546279,0.127695228322409
83,6,30,6,1,98,16,34,5.29748705409294,0.0241202013593345
93,10,30,4,2,56,7,32,1.39981293266803,0.166823152219877
19,2,25,3,1,6,7,30,6.11828351585417,0.186243676569986
69,7,32,4,1,55,9,35,3.06920339046329,0.0804227035259828
17,2,23,2,5,8,5,31,7.02548364414603,0.274278537825424
36,5,36,5,1,40,4,27,2.34992566444851,0.056482914347444
46,4,35,4,1,79,11,32,6.66095034333894,0.129286285606213
91,7,30,3,2,87,13,37,10.64633710362,0.481629284543401
35,4,35,4,2,43,6,25,4.02063994015096,0.20387862124689
79,9,37,5,2,95,11,33,-0.559449823252044,0.00297415210174888
88,7,32,6,1,96,11,33,2.98043392836216,0.287995061128143
92,7,32,5,1,63,9,28,-0.366563286273967,0.195828301468902
87,7,29,4,1,39,9,31,6.16830420743207,0.452625284881747
98,7,28,4,1,94,16,31,5.45363163083211,0.175594787180885
1,4,27,4,3,4,3,29,2.30886434245056,0.082841956987977
18,3,30,5,1,65,9,34,4.10546483726154,0.00051305303350091
60,5,30,4,1,44,7,33,8.96960741903705,0.380801854238766
4,1,22,3,1,4,5,25,2.51026302941386,0.293632625928348
90,11,33,5,3,86,10,34,6.44390566740587,0.11697811295744
32,3,24,4,1,15,5,25,0.450771358200315,0.143043929594569
7,2,31,4,1,55,7,32,9.00534544193403,0.0479389490792528
35,4,27,5,1,56,8,30,2.68020086837064,0.0119653512977387
74,5,29,3,2,41,11,29,2.90659054431651,0.0586542065562094
77,8,30,5,3,71,10,31,0.500518238455462,0.0766246838029474
91,8,37,5,1,70,7,30,-0.632434486503366,0.260590535810891
56,4,29,3,2,61,10,27,2.68334824133895,0.181021624234247
83,6,34,3,1,94,12,36,3.83016935348355,0.113014010479674
95,7,34,3,1,91,11,28,2.53787078657034,0.0281058246036991
43,6,30,5,2,19,6,30,5.99576964235984,0.106727819773369
