K:10
N:2000
Gap:1.49211539218892
Rho: 
1 0.8 0.45 0.2 -0.3 0.7 0.75 0.5 -0.3 -0.1
0.8 1 0.45 0.5 -0.1 0.55 0.4 0.6 -0.4 -0.2
0.45 0.45 1 0.1 -0.3 0.6 0.3 0.4 0 -0.3
0.2 0.5 0.1 1 -0.5 0.35 0.1 0.1 -0.5 -0.45
-0.3 -0.1 -0.3 -0.5 1 -0.4 -0.3 -0.1 0.2 0.2
0.7 0.55 0.6 0.35 -0.4 1 0.8 0.45 -0.2 -0.45
0.75 0.4 0.3 0.1 -0.3 0.8 1 0.45 -0.1 -0.3
0.5 0.6 0.4 0.1 -0.1 0.45 0.45 1 0.1 -0.2
-0.3 -0.4 0 -0.5 0.2 -0.2 -0.1 0.1 1 0.4
-0.1 -0.2 -0.3 -0.45 0.2 -0.45 -0.3 -0.2 0.4 1
X:
21,4,24,4,8,9,1.66080173409288,0.0228627598844469,0.692009075544775,8.97590737192437
97,10,34,5,1,53,5.29107906379664,0.437549271134144,0.0114944803062826,4.83371965833855
57,4,32,2,2,37,5.53215287999306,0.391354612053788,0.87136145401746,10.4167585138237
14,2,26,2,2,4,0.708273728637757,0.0840562949888408,0.541406867327169,8.00661489341852
84,5,27,5,1,94,10.5717714421013,0.125199599191546,0.381533671636134,6.9992920745677
96,10,37,7,1,93,6.57714639555601,0.223279034708369,0.0204411617014557,4.11578828899524
90,6,30,5,1,89,9.26961200692918,0.136352948378772,0.0657182037830353,5.50598815443209
52,5,36,3,2,57,6.10649564719351,0.584263008522028,0.996899203397334,4.97895806106555
81,8,38,6,1,98,9.78057962133604,1.09518579852985,0.152544686570764,1.38944071643946
66,5,26,5,1,84,7.9978166812228,0.19484989879534,0.803895757999271,5.18588452116236
68,6,30,3,1,76,7.95345699484574,0.870880001637727,0.629154632799327,5.7762038910468
73,6,32,3,3,62,6.51105405706316,0.110806327546015,0.600228541297838,8.52294970506853
72,7,28,6,1,26,3.82118693033765,0.127718602228477,0.184806780423969,9.73056657741753
29,3,33,2,2,17,2.72380297220657,0.0753582693869248,0.347702789586037,5.77310857833183
5,1,25,1,7,19,2.93522528625134,0.0340971502173092,0.988332678331062,9.65294432269186
79,8,34,4,3,65,6.09346624079113,0.205514304222255,0.434825137956068,2.43875641788488
84,6,37,4,1,97,11.1068288002729,0.778286561683126,0.810969687998295,2.27504936090873
8,3,31,4,1,21,2.73790845139264,0.290017504700202,0.819182850420475,2.72227434576343
98,8,31,4,1,58,6.41650119055369,0.204648405070159,0.0717182352673262,8.96586577209037
10,2,20,2,5,2,-0.101290383331159,0.0310198745401025,0.730679347645491,27.0399592517339
11,3,29,2,2,6,-1.33875317799653,0.0887933863559738,0.967878990108147,16.9044313809316
82,7,38,3,1,62,5.74316216956916,0.366438540609038,0.806606074562296,7.39042193758678
27,2,32,3,1,65,6.30402886772011,0.302624288935888,0.984265183564276,9.03111564450003
71,7,32,4,2,29,3.91619234932112,0.380061378681517,0.331643720390275,2.79439839800058
85,7,35,6,1,99,11.2017960769892,0.492322010898447,0.127392983296886,1.35959947008
50,4,30,4,1,26,5.78880603194106,0.179176528364204,0.542183965677395,3.30178920074315
37,6,30,4,9,25,1.0559178892884,0.0683490452356637,0.319598970469087,6.77620272826704
25,1,33,2,1,39,2.92195292470383,0.0856088364588587,0.738067019497976,3.84729178500398
47,5,24,6,1,62,4.87935160804694,0.0658938949927688,0.0712720360606909,2.26602429046171
46,4,35,5,1,82,6.94899560892783,0.0872263825731352,0.647451450116932,3.15560375658774
62,4,29,3,3,86,8.14902820011779,0.0927890531020239,0.912484360625967,6.15385732515015
56,3,31,3,1,84,6.79846615865596,0.192906834640282,0.860063635278493,4.27214862607421
74,5,30,4,1,86,8.75944768196579,0.221845726428162,0.16721316985786,3.44162270363265
98,9,36,5,1,92,9.69332035450144,0.311081384519463,0.135078703518957,3.83127830783331
81,6,34,5,1,91,9.2870456795341,0.316328657547686,0.321523366263136,2.50878424275876
79,9,41,4,2,78,6.92372572082408,0.799683928447676,0.360862698405981,1.75822215525283
58,7,27,4,3,10,3.32801141289913,0.385458446685588,0.24050371767953,6.53185070283565
18,3,24,3,5,16,1.08219616287048,0.024991198675707,0.227805552305654,5.03026323432997
98,10,44,7,1,99,11.066955439762,0.596961652362877,0.342721994034946,2.87948275745118
92,6,26,5,1,53,6.60279927183562,0.200330170344424,0.713842584518716,7.27487750378228
